replicate,K_W_per_K,UA_W_per_K,SSE,success
417,27969.448958034147,1797.4133011927859,1.912228371592303,True
418,27728.758485167466,1803.384997467076,0.6266768788711826,True
419,28390.72739950851,1798.2256303340964,0.8289111704760964,True
420,27859.23522371472,1797.161381609181,1.2437136091803676,True
421,27834.22648854787,1799.1808999136329,1.0653341443470876,True
422,27878.422698098122,1799.330767789989,1.0214730900882563,True
423,28295.246609975762,1799.9855004208755,1.1034109831992276,True
424,27720.06953096669,1805.751311469967,1.2724249122026674,True
425,27742.725831443855,1798.5355550472543,1.4627858790220107,True
426,27964.37070628732,1794.3353931818554,1.0159253171910334,True
427,28087.522101022256,1803.2480405013448,1.259619290352552,True
428,28066.929662439565,1796.4568243704973,1.2009805775388782,True
429,28164.348076538667,1800.4662073583968,1.1663136922356285,True
430,27837.830627438,1801.4176448670823,0.7869455942594816,True
431,27794.871524690207,1797.5961125724082,1.564062434981404,True
432,27600.318185245153,1796.8689042205012,1.3327130091104569,True
433,27756.708279050636,1803.4961724939167,1.0078994561261005,True
434,27608.533268606225,1799.3025830359386,1.1023729588042899,True
435,27980.016892607793,1798.0377802398716,1.2812181824123767,True
436,28125.40404405497,1799.0209961519352,1.1114583617005078,True
437,27665.62929989421,1799.3287064983185,1.1885499029643243,True
438,28008.36904607302,1793.5819250472425,1.4393331708934523,True
439,28261.438353786343,1798.2482088236084,0.7883578385461594,True
440,27795.425636517575,1798.4255618958848,1.070472673054323,True
441,28255.123509403773,1798.005504446673,0.7835593968124968,True
442,27977.045332268073,1796.9130238352402,1.1975120099091603,True
443,27873.02344460665,1792.269184103346,0.7822508593157018,True
444,28140.017864893944,1800.7168864201985,1.2361017905614058,True
445,27803.445322516858,1803.9554009400647,0.843751484637156,True
446,28094.844917824415,1799.4259146466577,1.333021343909179,True
447,27648.832253759352,1800.3256259278814,0.8941989299051252,True
448,28349.128032069133,1797.8647617731508,1.03793405064333,True
449,28143.424625762742,1794.806635104682,1.4232342438709185,True
450,27982.41628301696,1798.6078817584503,1.031477157394952,True
451,27770.359890945158,1802.6485183945151,1.741356163971783,True
452,28378.627676660457,1799.0937236067093,1.0245443644978232,True
453,28278.11731709637,1795.4365580382528,1.1399912092107343,True
454,28028.46039826271,1800.7469221624438,1.4858846636328908,True
455,28201.084626245116,1795.9941735561465,1.167580963935558,True
456,28264.47545141323,1797.3183261238576,1.076621498286234,True
457,27859.54609343003,1795.7328764136132,0.8479269733337154,True
458,28211.556351626976,1801.2113447901042,1.263687299228996,True
459,27741.734394043156,1800.6836636633461,1.3788342636491588,True
460,28083.140354997166,1795.1558649201004,1.3980562092431483,True
461,28184.291026817707,1800.003274364266,1.1695278893948493,True
462,27942.121998753613,1798.393907636316,1.4064003915005654,True
463,28011.817762719675,1803.0824415711816,1.576348648409025,True
464,27603.676332989777,1797.2143464174858,1.4801654471689363,True
465,27855.82602919331,1796.238316851296,1.704839528712999,True
466,27870.224834008906,1801.8415744853223,1.1692020548208943,True
467,28062.36100351587,1796.5904571793594,1.1066936915269097,True
